title,author,secondary_author,illustrator,translators,series,lc_bib,naf_label,naf_lccn,genre,genre_uris,subject,subject_uris,lccn,oclc,isbn,date,creator_has_awards,creator_wiki,state,date_ban,ban_status,challenge_origin,district,marc_file
Skin,"Vrettos, Adrienne Maria",,,,,13841349,"Vrettos, Adrienne Maria",n2005002843,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Family problems--Fiction|Anorexia nervosa--Fiction|Siblings--Fiction|Self-perception--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj96004933|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2021051524|http://id.loc.gov/authorities/childrensSubjects/sj2021052671,  2005001119,,9781416906551|141690655X,2006,0,,Texas,October 2022,Banned from Libraries and Classrooms,Administration,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/13841349.xml
On Earth We're Briefly Gorgeous,"Vuong, Ocean",,,,,20706621,"Vuong, Ocean, 1988-",n2015067141,Domestic fiction|Fiction,http://id.loc.gov/authorities/subjects/sh86004353|http://id.loc.gov/authorities/genreForms/gf2014026339,,,  2018046290,,9780525562023|9780525562047,2019,4,Q18355929,Texas,Spring 2023,Banned from Libraries and Classrooms,Administration,Conroe Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/20706621.xml
Fantastic Four By Mark Waid and Mike Wieringo: Ultimate Collection - Book One (Fantastic Four 1998-2012),"Waid, Mark",,"Wieringo, Mike; Buckingham, Mike",,Fantastic Four Ultimate Collection,,,,,,,,,,,,,,Missouri,September 2022,Banned Pending Investigation,Legislative Action,Wentzville School District,
Spinning,"Walden, Tillie",,,,,19394014,"Walden, Tillie, 1996-",no2017033522,Autobiographies|Comics (Graphic works),http://id.loc.gov/authorities/genreForms/gf2014026266|http://id.loc.gov/authorities/genreForms/gf2014026047,"Women cartoonists--United States--Biography--Comic books, strips, etc|Cartoonists--United States--Biography--Comic books, strips, etc|Coming out (Sexual orientation)--United States--Comic books, strips, etc|Walden, Tillie, 1996---Childhood and youth--Comic books, strips, etc|Lesbian figure skaters--United States--Biography--Comic books, strips, etc|Walden, Tillie, 1996---Childhood and youth--Cartoons and comics|Women--Biography--Cartoons and comics|Graphic novels|Cartoonists--Cartoons and comics|Coming of age--Cartoons and comics|Figure skaters--Cartoons and comics|Lesbian figure skaters|Lesbian teenagers--United States--Biography--Comic books, strips, etc|Figure skaters--United States--Biography--Comic books, strips, etc",http://id.loc.gov/authorities/childrensSubjects/sj2020050016|http://id.loc.gov/authorities/childrensSubjects/sj2021050898|http://id.loc.gov/authorities/subjects/sh99001237|http://id.loc.gov/rwo/agents/n78095330-781|http://id.loc.gov/authorities/subjects/sh99001401|http://id.loc.gov/authorities/subjects/sh85020532|http://id.loc.gov/authorities/childrensSubjects/sj2021052987|http://id.loc.gov/authorities/subjects/sh99004940|http://id.loc.gov/authorities/subjects/sh85147493|http://id.loc.gov/authorities/childrensSubjects/sj2021052815|http://id.loc.gov/rwo/agents/no2017033522|http://id.loc.gov/authorities/childrensSubjects/sj96006385|http://id.loc.gov/authorities/childrensSubjects/sj2020050015|http://id.loc.gov/authorities/subjects/sh2017004614|http://id.loc.gov/authorities/subjects/sh90005890|http://id.loc.gov/authorities/childrensSubjects/sj2021050854|http://id.loc.gov/authorities/subjects/sh93005205|http://id.loc.gov/authorities/subjects/sh2005020277,  2016961586,,9781626729407|1626727724|1626729409|9781626727724,2017,2,Q41773328,Florida,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge,Clay County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19394014.xml
Spinning,"Walden, Tillie",,,,,19394014,"Walden, Tillie, 1996-",no2017033522,Autobiographies|Comics (Graphic works),http://id.loc.gov/authorities/genreForms/gf2014026266|http://id.loc.gov/authorities/genreForms/gf2014026047,"Women cartoonists--United States--Biography--Comic books, strips, etc|Cartoonists--United States--Biography--Comic books, strips, etc|Coming out (Sexual orientation)--United States--Comic books, strips, etc|Walden, Tillie, 1996---Childhood and youth--Comic books, strips, etc|Lesbian figure skaters--United States--Biography--Comic books, strips, etc|Walden, Tillie, 1996---Childhood and youth--Cartoons and comics|Women--Biography--Cartoons and comics|Graphic novels|Cartoonists--Cartoons and comics|Coming of age--Cartoons and comics|Figure skaters--Cartoons and comics|Lesbian figure skaters|Lesbian teenagers--United States--Biography--Comic books, strips, etc|Figure skaters--United States--Biography--Comic books, strips, etc",http://id.loc.gov/authorities/childrensSubjects/sj2020050016|http://id.loc.gov/authorities/childrensSubjects/sj2021050898|http://id.loc.gov/authorities/subjects/sh99001237|http://id.loc.gov/rwo/agents/n78095330-781|http://id.loc.gov/authorities/subjects/sh99001401|http://id.loc.gov/authorities/subjects/sh85020532|http://id.loc.gov/authorities/childrensSubjects/sj2021052987|http://id.loc.gov/authorities/subjects/sh99004940|http://id.loc.gov/authorities/subjects/sh85147493|http://id.loc.gov/authorities/childrensSubjects/sj2021052815|http://id.loc.gov/rwo/agents/no2017033522|http://id.loc.gov/authorities/childrensSubjects/sj96006385|http://id.loc.gov/authorities/childrensSubjects/sj2020050015|http://id.loc.gov/authorities/subjects/sh2017004614|http://id.loc.gov/authorities/subjects/sh90005890|http://id.loc.gov/authorities/childrensSubjects/sj2021050854|http://id.loc.gov/authorities/subjects/sh93005205|http://id.loc.gov/authorities/subjects/sh2005020277,  2016961586,,9781626729407|1626727724|1626729409|9781626727724,2017,2,Q41773328,Missouri,September 2022,Banned Pending Investigation,Legislative Action,Wentzville School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19394014.xml
Spinning,"Walden, Tillie",,,,,19394014,"Walden, Tillie, 1996-",no2017033522,Autobiographies|Comics (Graphic works),http://id.loc.gov/authorities/genreForms/gf2014026266|http://id.loc.gov/authorities/genreForms/gf2014026047,"Women cartoonists--United States--Biography--Comic books, strips, etc|Cartoonists--United States--Biography--Comic books, strips, etc|Coming out (Sexual orientation)--United States--Comic books, strips, etc|Walden, Tillie, 1996---Childhood and youth--Comic books, strips, etc|Lesbian figure skaters--United States--Biography--Comic books, strips, etc|Walden, Tillie, 1996---Childhood and youth--Cartoons and comics|Women--Biography--Cartoons and comics|Graphic novels|Cartoonists--Cartoons and comics|Coming of age--Cartoons and comics|Figure skaters--Cartoons and comics|Lesbian figure skaters|Lesbian teenagers--United States--Biography--Comic books, strips, etc|Figure skaters--United States--Biography--Comic books, strips, etc",http://id.loc.gov/authorities/childrensSubjects/sj2020050016|http://id.loc.gov/authorities/childrensSubjects/sj2021050898|http://id.loc.gov/authorities/subjects/sh99001237|http://id.loc.gov/rwo/agents/n78095330-781|http://id.loc.gov/authorities/subjects/sh99001401|http://id.loc.gov/authorities/subjects/sh85020532|http://id.loc.gov/authorities/childrensSubjects/sj2021052987|http://id.loc.gov/authorities/subjects/sh99004940|http://id.loc.gov/authorities/subjects/sh85147493|http://id.loc.gov/authorities/childrensSubjects/sj2021052815|http://id.loc.gov/rwo/agents/no2017033522|http://id.loc.gov/authorities/childrensSubjects/sj96006385|http://id.loc.gov/authorities/childrensSubjects/sj2020050015|http://id.loc.gov/authorities/subjects/sh2017004614|http://id.loc.gov/authorities/subjects/sh90005890|http://id.loc.gov/authorities/childrensSubjects/sj2021050854|http://id.loc.gov/authorities/subjects/sh93005205|http://id.loc.gov/authorities/subjects/sh2005020277,  2016961586,,9781626729407|1626727724|1626729409|9781626727724,2017,2,Q41773328,Texas,March 2023,Banned from Libraries and Classrooms,Administration,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19394014.xml
The Color Purple,"Walker, Alice",,,,,22300167,"Walker, Alice, 1944-",n79109131,Bildungsromans|Domestic fiction|Epistolary fiction|Fiction,http://id.loc.gov/authorities/subjects/sh86004353|http://id.loc.gov/authorities/genreForms/gf2014026314|http://id.loc.gov/authorities/genreForms/gf2014026339|http://id.loc.gov/authorities/genreForms/gf2014026243|http://id.loc.gov/authorities/genreForms/gf2014026295,Abused wives--Fiction|Sisters--Fiction|Southern States--Fiction|African American women--Fiction|Adult child sexual abuse victims--Fiction|Large type books,http://id.loc.gov/authorities/subjects/sh2007100489|http://id.loc.gov/authorities/subjects/sh2009113738|http://id.loc.gov/authorities/subjects/sh2008111400|http://id.loc.gov/authorities/subjects/sh85074712|http://id.loc.gov/authorities/subjects/sh2008111210|http://id.loc.gov/authorities/subjects/sh2007100487,  2021053571,,9780143137047,2022,11,Q215868,Pennsylvania,February 2023,Banned from Libraries and Classrooms,Administration,Penncrest School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/22300167.xml
Written in Bone: Buried Lives of Jamestown and Colonial Maryland,"Walker, Sally M.",,,,,,,,,,Electronic books,,,1044930920,9780761381075|0761381074,2011,,,Texas,October 2022,Banned from Libraries,Administration,Frisco Independent School District,
Far from Normal,"Wallace, Becky",,,,,21334471,"Wallace, Becky",n2014028880,Fiction|Young adult fiction|Romance fiction,http://id.loc.gov/authorities/genreForms/gf2014026516|http://id.loc.gov/authorities/subjects/sh85149267|http://id.loc.gov/authorities/genreForms/gf2014026339,Social media--Fiction|Internship programs--Fiction|Soccer stories|Man-woman relationships--Fiction|Soccer players--Fiction|Young adult fiction|Sports--Marketing--Fiction|Normal (Ill.)--Fiction|Professional athletes--Fiction,http://id.loc.gov/authorities/subjects/sh2005001232|http://id.loc.gov/authorities/subjects/sh86001851|http://id.loc.gov/rwo/agents/n80067567|http://id.loc.gov/authorities/subjects/sh2006007023|http://id.loc.gov/authorities/childrensSubjects/sj2021052507|http://id.loc.gov/authorities/subjects/sh2008107175|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/subjects/sh85126887|http://id.loc.gov/authorities/subjects/sh95010792|http://id.loc.gov/authorities/subjects/sh99005342|http://id.loc.gov/authorities/subjects/sh85123903|http://id.loc.gov/authorities/subjects/sh99001562|http://id.loc.gov/authorities/subjects/sh85149267|http://id.loc.gov/authorities/childrensSubjects/sj96006189,  2019957091,,9781645670568|1645670562,2020,0,,Texas,March 2023,Banned from Libraries,Administration,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/21334471.xml
Dishes,"Wallace, Rich",,,,,15182674,"Wallace, Rich",n95057235,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Fathers and sons--Fiction|Maine--Fiction|Homosexuality--Fiction|Dating--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021050116|http://id.loc.gov/authorities/childrensSubjects/sj2023050144|http://id.loc.gov/authorities/childrensSubjects/sj2021050876|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2021050749,  2007052572,,9780670011391,2008,0,,Florida,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge,Clay County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/15182674.xml
The Glass Castle,"Walls, Jeannette",,,,,13716901,"Walls, Jeannette",n99261088,Autobiographies,http://id.loc.gov/authorities/genreForms/gf2014026047,Children of alcoholics--United States--Biography|Dysfunctional families--West Virginia--Welch--Case studies|Homeless persons--Family relationships--New York (State)--New York|Poor--West Virginia--Welch--Biography|Children of alcoholics--West Virginia--Welch--Biography|Dysfunctional families--United States--Case studies,http://id.loc.gov/authorities/subjects/sh85104834|http://id.loc.gov/rwo/agents/n79059831-781|http://id.loc.gov/authorities/subjects/sh99005369|http://id.loc.gov/rwo/agents/n80126293-781|http://id.loc.gov/authorities/subjects/sh99001237|http://id.loc.gov/rwo/agents/n78095330-781|http://id.loc.gov/authorities/subjects/sh99001484|http://id.loc.gov/authorities/subjects/sh85107107|http://id.loc.gov/authorities/subjects/sh85061718|http://id.loc.gov/authorities/subjects/sh85023540,  2004058907,,0743247531,2005,0,Q518084,Florida,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge,Clay County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/13716901.xml
The Glass Castle,"Walls, Jeannette",,,,,13716901,"Walls, Jeannette",n99261088,Autobiographies,http://id.loc.gov/authorities/genreForms/gf2014026047,Children of alcoholics--United States--Biography|Dysfunctional families--West Virginia--Welch--Case studies|Homeless persons--Family relationships--New York (State)--New York|Poor--West Virginia--Welch--Biography|Children of alcoholics--West Virginia--Welch--Biography|Dysfunctional families--United States--Case studies,http://id.loc.gov/authorities/subjects/sh85104834|http://id.loc.gov/rwo/agents/n79059831-781|http://id.loc.gov/authorities/subjects/sh99005369|http://id.loc.gov/rwo/agents/n80126293-781|http://id.loc.gov/authorities/subjects/sh99001237|http://id.loc.gov/rwo/agents/n78095330-781|http://id.loc.gov/authorities/subjects/sh99001484|http://id.loc.gov/authorities/subjects/sh85107107|http://id.loc.gov/authorities/subjects/sh85061718|http://id.loc.gov/authorities/subjects/sh85023540,  2004058907,,0743247531,2005,0,Q518084,Florida,October 2022,Banned Pending Investigation,Formal Challenge,Escambia County Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/13716901.xml
The Glass Castle,"Walls, Jeannette",,,,,13716901,"Walls, Jeannette",n99261088,Autobiographies,http://id.loc.gov/authorities/genreForms/gf2014026047,Children of alcoholics--United States--Biography|Dysfunctional families--West Virginia--Welch--Case studies|Homeless persons--Family relationships--New York (State)--New York|Poor--West Virginia--Welch--Biography|Children of alcoholics--West Virginia--Welch--Biography|Dysfunctional families--United States--Case studies,http://id.loc.gov/authorities/subjects/sh85104834|http://id.loc.gov/rwo/agents/n79059831-781|http://id.loc.gov/authorities/subjects/sh99005369|http://id.loc.gov/rwo/agents/n80126293-781|http://id.loc.gov/authorities/subjects/sh99001237|http://id.loc.gov/rwo/agents/n78095330-781|http://id.loc.gov/authorities/subjects/sh99001484|http://id.loc.gov/authorities/subjects/sh85107107|http://id.loc.gov/authorities/subjects/sh85061718|http://id.loc.gov/authorities/subjects/sh85023540,  2004058907,,0743247531,2005,0,Q518084,Iowa,April 2023,Banned from Classrooms,Formal Challenge,Grinnell-Newburg Community School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/13716901.xml
The Glass Castle,"Walls, Jeannette",,,,,13716901,"Walls, Jeannette",n99261088,Autobiographies,http://id.loc.gov/authorities/genreForms/gf2014026047,Children of alcoholics--United States--Biography|Dysfunctional families--West Virginia--Welch--Case studies|Homeless persons--Family relationships--New York (State)--New York|Poor--West Virginia--Welch--Biography|Children of alcoholics--West Virginia--Welch--Biography|Dysfunctional families--United States--Case studies,http://id.loc.gov/authorities/subjects/sh85104834|http://id.loc.gov/rwo/agents/n79059831-781|http://id.loc.gov/authorities/subjects/sh99005369|http://id.loc.gov/rwo/agents/n80126293-781|http://id.loc.gov/authorities/subjects/sh99001237|http://id.loc.gov/rwo/agents/n78095330-781|http://id.loc.gov/authorities/subjects/sh99001484|http://id.loc.gov/authorities/subjects/sh85107107|http://id.loc.gov/authorities/subjects/sh85061718|http://id.loc.gov/authorities/subjects/sh85023540,  2004058907,,0743247531,2005,0,Q518084,Oregon,March 2023,Banned Pending Investigation,Formal Challenge,Canby Public School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/13716901.xml
The Glass Castle,"Walls, Jeannette",,,,,13716901,"Walls, Jeannette",n99261088,Autobiographies,http://id.loc.gov/authorities/genreForms/gf2014026047,Children of alcoholics--United States--Biography|Dysfunctional families--West Virginia--Welch--Case studies|Homeless persons--Family relationships--New York (State)--New York|Poor--West Virginia--Welch--Biography|Children of alcoholics--West Virginia--Welch--Biography|Dysfunctional families--United States--Case studies,http://id.loc.gov/authorities/subjects/sh85104834|http://id.loc.gov/rwo/agents/n79059831-781|http://id.loc.gov/authorities/subjects/sh99005369|http://id.loc.gov/rwo/agents/n80126293-781|http://id.loc.gov/authorities/subjects/sh99001237|http://id.loc.gov/rwo/agents/n78095330-781|http://id.loc.gov/authorities/subjects/sh99001484|http://id.loc.gov/authorities/subjects/sh85107107|http://id.loc.gov/authorities/subjects/sh85061718|http://id.loc.gov/authorities/subjects/sh85023540,  2004058907,,0743247531,2005,0,Q518084,Pennsylvania,February 2023,Banned Pending Investigation,Administration,Penncrest School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/13716901.xml
The Glass Castle,"Walls, Jeannette",,,,,13716901,"Walls, Jeannette",n99261088,Autobiographies,http://id.loc.gov/authorities/genreForms/gf2014026047,Children of alcoholics--United States--Biography|Dysfunctional families--West Virginia--Welch--Case studies|Homeless persons--Family relationships--New York (State)--New York|Poor--West Virginia--Welch--Biography|Children of alcoholics--West Virginia--Welch--Biography|Dysfunctional families--United States--Case studies,http://id.loc.gov/authorities/subjects/sh85104834|http://id.loc.gov/rwo/agents/n79059831-781|http://id.loc.gov/authorities/subjects/sh99005369|http://id.loc.gov/rwo/agents/n80126293-781|http://id.loc.gov/authorities/subjects/sh99001237|http://id.loc.gov/rwo/agents/n78095330-781|http://id.loc.gov/authorities/subjects/sh99001484|http://id.loc.gov/authorities/subjects/sh85107107|http://id.loc.gov/authorities/subjects/sh85061718|http://id.loc.gov/authorities/subjects/sh85023540,  2004058907,,0743247531,2005,0,Q518084,South Dakota,February 2023,Banned from Classrooms,Informal Challenge,Sioux Valley School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/13716901.xml
Countries in the News: Cuba,"Walsh, Kieran",,,,,,,,,,Education|History,,,963796684,1606940422|1283980533|9781606940426|9781283980531,2004,,,Florida,March 2023,Banned from Libraries,Formal Challenge,Miami-Dade Public Schools,
The Prince and the Dressmaker,"Wang, Jen",,,,,19612705,"Wang, Jen, 1984-",n2010055119,Fiction|Fairy tales|Graphic novels|Coming-of-age comics|Comics (Graphic works)|Romance comics|Historical comics,http://id.loc.gov/authorities/genreForms/gf2017026107|http://id.loc.gov/authorities/subjects/sh94008233|http://id.loc.gov/authorities/genreForms/gf2014026329|http://id.loc.gov/authorities/genreForms/gf2014026266|http://id.loc.gov/authorities/genreForms/gf2014026339|http://id.loc.gov/authorities/genreForms/gf2014026362|http://id.loc.gov/authorities/genreForms/gf2014026515|http://id.loc.gov/authorities/genreForms/gf2014026368,Dressmakers--Fiction|Fashion--Fiction|Paris (France)--Fiction|Princes--Fiction|Secrets--Fiction|Graphic novels|Friendship--Fiction|Cross-dressing--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021050898|http://id.loc.gov/authorities/childrensSubjects/sj2021052597|http://id.loc.gov/authorities/childrensSubjects/sj2021050576|http://id.loc.gov/authorities/childrensSubjects/sj96005569|http://id.loc.gov/rwo/agents/n79058874|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2021059887|http://id.loc.gov/authorities/childrensSubjects/sj96006094,  2017941173,,9781250159854|9781626723634|1250159857|162672363X,2018,1,Q20081050,Florida,September 2022,Banned Pending Investigation,Formal Challenge,Clay County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19612705.xml
The Prince and the Dressmaker,"Wang, Jen",,,,,19612705,"Wang, Jen, 1984-",n2010055119,Fiction|Fairy tales|Graphic novels|Coming-of-age comics|Comics (Graphic works)|Romance comics|Historical comics,http://id.loc.gov/authorities/genreForms/gf2017026107|http://id.loc.gov/authorities/subjects/sh94008233|http://id.loc.gov/authorities/genreForms/gf2014026329|http://id.loc.gov/authorities/genreForms/gf2014026266|http://id.loc.gov/authorities/genreForms/gf2014026339|http://id.loc.gov/authorities/genreForms/gf2014026362|http://id.loc.gov/authorities/genreForms/gf2014026515|http://id.loc.gov/authorities/genreForms/gf2014026368,Dressmakers--Fiction|Fashion--Fiction|Paris (France)--Fiction|Princes--Fiction|Secrets--Fiction|Graphic novels|Friendship--Fiction|Cross-dressing--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021050898|http://id.loc.gov/authorities/childrensSubjects/sj2021052597|http://id.loc.gov/authorities/childrensSubjects/sj2021050576|http://id.loc.gov/authorities/childrensSubjects/sj96005569|http://id.loc.gov/rwo/agents/n79058874|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2021059887|http://id.loc.gov/authorities/childrensSubjects/sj96006094,  2017941173,,9781250159854|9781626723634|1250159857|162672363X,2018,1,Q20081050,Florida,September 2022,Banned Pending Investigation,Formal Challenge,Escambia County Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19612705.xml
The Prince and the Dressmaker,"Wang, Jen",,,,,19612705,"Wang, Jen, 1984-",n2010055119,Fiction|Fairy tales|Graphic novels|Coming-of-age comics|Comics (Graphic works)|Romance comics|Historical comics,http://id.loc.gov/authorities/genreForms/gf2017026107|http://id.loc.gov/authorities/subjects/sh94008233|http://id.loc.gov/authorities/genreForms/gf2014026329|http://id.loc.gov/authorities/genreForms/gf2014026266|http://id.loc.gov/authorities/genreForms/gf2014026339|http://id.loc.gov/authorities/genreForms/gf2014026362|http://id.loc.gov/authorities/genreForms/gf2014026515|http://id.loc.gov/authorities/genreForms/gf2014026368,Dressmakers--Fiction|Fashion--Fiction|Paris (France)--Fiction|Princes--Fiction|Secrets--Fiction|Graphic novels|Friendship--Fiction|Cross-dressing--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021050898|http://id.loc.gov/authorities/childrensSubjects/sj2021052597|http://id.loc.gov/authorities/childrensSubjects/sj2021050576|http://id.loc.gov/authorities/childrensSubjects/sj96005569|http://id.loc.gov/rwo/agents/n79058874|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2021059887|http://id.loc.gov/authorities/childrensSubjects/sj96006094,  2017941173,,9781250159854|9781626723634|1250159857|162672363X,2018,1,Q20081050,Florida,July 2022,Banned from Libraries,Legislative Action,School District of Manatee County,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19612705.xml
Mary's First Christmas,"Wangerin Jr., Walter",,"Ladwig, Timothy",,,2600658,"Wangerin, Walter",n81059740,Biographies,http://id.loc.gov/authorities/genreForms/gf2014026049,"Jesus Christ--Nativity--Juvenile literature|Jesus Christ--Nativity|Christmas|Bible stories, English--Gospels|Mary, Blessed Virgin, Saint--Juvenile literature|Bible stories--New Testament",http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/rwo/agents/n81018544|http://id.loc.gov/authorities/childrensSubjects/sj96005061|http://id.loc.gov/rwo/agents/n79084784|http://id.loc.gov/authorities/subjects/sh2007101963|http://id.loc.gov/authorities/childrensSubjects/sj2024050014,   97051811 ,,0310222168,1998,1,Q6232142,Florida,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Brevard Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/2600658.xml
The Fire This Time: A New Generation Speaks About Race,"Ward, Jesmyn","Brown, Jericho; Jones, Kima; Ghannah, Rachel Kaadzi; Walters, Wendy S.; Wilkerson, Isabel; Jeffers, Honorée Fanonne; Anderson, Carol; Smith, Clint; Young, Kevin; Laymon, Kiese; Cadogan, Garnette; Rankine, Claudia; Raboteau, Emily; Jackson, Mitchell S.; Trethewey, Natasha; Older, Daniel José; Danticat, Edwidge",,,,19118277,"Ward, Jesmyn",n2008035038,,,Black people--Race identity|African Americans in popular culture|American literature--African American authors--History and criticism|United States--Race relations--21st century|African Americans--Social conditions--21st century|African Americans in literature|Racism--United States,http://id.loc.gov/authorities/subjects/sh85002009|http://id.loc.gov/authorities/subjects/sh2002012478|http://id.loc.gov/authorities/subjects/sh2001008850|http://id.loc.gov/authorities/subjects/sh85014685|http://id.loc.gov/rwo/agents/n78095330|http://id.loc.gov/authorities/subjects/sh95003035|http://id.loc.gov/authorities/subjects/sh2008110339|http://id.loc.gov/authorities/subjects/sh2007100736|http://id.loc.gov/authorities/subjects/sh00007552|http://id.loc.gov/authorities/subjects/sh85001932,  2016005371,,9781501126352|9781501126345,2016,5,Q3177574,Florida,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge,Clay County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19118277.xml
Num8ers,"Ward, Rachel",,,,Numb8rs,15583227,"Ward, Rachel, 1964-",no2011092718,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,England--Fiction|Psychic ability--Fiction|Runaways--Fiction|Black people--England--Fiction|Orphans--Fiction|Death--Fiction|Interpersonal relations--Fiction|Mystery and detective stories,http://id.loc.gov/authorities/childrensSubjects/sj96006065|http://id.loc.gov/authorities/childrensSubjects/sj96005978|http://id.loc.gov/rwo/agents/n82068148|http://id.loc.gov/authorities/childrensSubjects/sj2021051102|http://id.loc.gov/rwo/agents/n82068148-781|http://id.loc.gov/authorities/childrensSubjects/sj2021052518|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96004925|http://id.loc.gov/authorities/childrensSubjects/sj2021050226|http://id.loc.gov/authorities/childrensSubjects/sj2021050141,  2008055440,,0545142997|9780545142991,2010,0,Q1598192,Florida,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge,Clay County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/15583227.xml
Date Rape (At Issue),"Watkins, Christine",,,,,,,,,,United States|Date rape,,,894800917,0737736828|073773681X|9780737736823|9780737736816,2007,,,Florida,October 2022,Banned from Libraries,Formal Challenge,Seminole County Public Schools,
When Wilma Rudolph Played Basketball,"Weakland, Mark",,"Duncan, Daniel",,Leaders Doing Headstands,19090890,"Weakland, Mark",n2009080280,,,"Rudolph, Wilma, 1940-1994--Juvenile literature|Women runners--United States--Biography--Juvenile literature|Runners (Sports)--United States--Biography--Juvenile literature",http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh2010111513|http://id.loc.gov/rwo/agents/n86116402|http://id.loc.gov/authorities/subjects/sh2010119195,  2015050710,,9781479596843|9781515801405,2017,0,,Florida,September 2022,Banned from Libraries,Formal Challenge,Escambia County Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19090890.xml
Easy (TW),"Webber, Tammara",,,,Contours of the Heart,,,,,,,,,,,,,,Idaho,February 2023,Banned Pending Investigation,Administration,Kuna School District,
50 Women Artists You Should Know,"Weidemann, Christiane","Larass, Petra; Klier, Melanie",,,,15105052,"Weidemann, Christiane",no2007121284,,,,,  2007942842,,9783791339566,2008,0,,Missouri,September 2022,Banned Pending Investigation,Legislative Action,Wentzville School District,
Cheshire Crossing,"Weir, Andy",,"Andersen, Sarah",,,20802964,"Weir, Andy",no2014013631,Fiction|Graphic novels,http://id.loc.gov/authorities/genreForms/gf2014026362|http://id.loc.gov/authorities/genreForms/gf2014026339,Schools--Fiction|Characters in literature--Fiction|Boarding schools--Fiction|Graphic novels,http://id.loc.gov/authorities/childrensSubjects/sj2021050898|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96007519|http://id.loc.gov/authorities/childrensSubjects/sj2021050654|http://id.loc.gov/authorities/childrensSubjects/sj96006090,  2019930344,,9780399582073,2019,4,Q18590295,Texas,October 2022,Banned from Libraries,Administration,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/20802964.xml
Looking at Paintings,"Welton, Jude",,,,Eyewitness Art,2052386,"Welton, Jude",n92012913,,,Art appreciation,http://id.loc.gov/authorities/subjects/sh85007980,   93038299 ,,1564584941,1994,0,Q59610842,Missouri,September 2022,Banned Pending Investigation,Legislative Action,Wentzville School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/2052386.xml
