title,author,secondary_author,illustrator,translators,series,lc_bib,naf_label,naf_lccn,genre,genre_uris,subject,subject_uris,lccn,oclc,isbn,date,creator_has_awards,creator_wiki,state,date_ban,ban_status,challenge_origin,district,marc_file
Flamer,"Curato, Mike",,,,,21456110,"Curato, Mike",n2014016636,Gay comics|Coming-of-age comics|Fiction|Graphic novels,http://id.loc.gov/authorities/genreForms/gf2014026339|http://id.loc.gov/authorities/genreForms/gf2018026011|http://id.loc.gov/authorities/genreForms/gf2017026107|http://id.loc.gov/authorities/genreForms/gf2014026362,Self-acceptance--Fiction|Camps--Fiction|Coming out--Fiction|Graphic novels|Gay people--Fiction|Self-realization--Fiction|Bullies and bullying--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021051109|http://id.loc.gov/authorities/childrensSubjects/sj2021050898|http://id.loc.gov/authorities/childrensSubjects/sj2021052834|http://id.loc.gov/authorities/childrensSubjects/sj2021051260|http://id.loc.gov/authorities/childrensSubjects/sj2022050119|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2021050158|http://id.loc.gov/authorities/childrensSubjects/sj2021051438,  2020904452,,9781250756145|9781627796415,2020,0,Q110272804,Texas,Spring 2023,Banned from Libraries and Classrooms,Administration,Conroe Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/21456110.xml
Flamer,"Curato, Mike",,,,,21456110,"Curato, Mike",n2014016636,Gay comics|Coming-of-age comics|Fiction|Graphic novels,http://id.loc.gov/authorities/genreForms/gf2014026339|http://id.loc.gov/authorities/genreForms/gf2018026011|http://id.loc.gov/authorities/genreForms/gf2017026107|http://id.loc.gov/authorities/genreForms/gf2014026362,Self-acceptance--Fiction|Camps--Fiction|Coming out--Fiction|Graphic novels|Gay people--Fiction|Self-realization--Fiction|Bullies and bullying--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021051109|http://id.loc.gov/authorities/childrensSubjects/sj2021050898|http://id.loc.gov/authorities/childrensSubjects/sj2021052834|http://id.loc.gov/authorities/childrensSubjects/sj2021051260|http://id.loc.gov/authorities/childrensSubjects/sj2022050119|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2021050158|http://id.loc.gov/authorities/childrensSubjects/sj2021051438,  2020904452,,9781250756145|9781627796415,2020,0,Q110272804,Texas,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Fort Worth Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/21456110.xml
Flamer,"Curato, Mike",,,,,21456110,"Curato, Mike",n2014016636,Gay comics|Coming-of-age comics|Fiction|Graphic novels,http://id.loc.gov/authorities/genreForms/gf2014026339|http://id.loc.gov/authorities/genreForms/gf2018026011|http://id.loc.gov/authorities/genreForms/gf2017026107|http://id.loc.gov/authorities/genreForms/gf2014026362,Self-acceptance--Fiction|Camps--Fiction|Coming out--Fiction|Graphic novels|Gay people--Fiction|Self-realization--Fiction|Bullies and bullying--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021051109|http://id.loc.gov/authorities/childrensSubjects/sj2021050898|http://id.loc.gov/authorities/childrensSubjects/sj2021052834|http://id.loc.gov/authorities/childrensSubjects/sj2021051260|http://id.loc.gov/authorities/childrensSubjects/sj2022050119|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2021050158|http://id.loc.gov/authorities/childrensSubjects/sj2021051438,  2020904452,,9781250756145|9781627796415,2020,0,Q110272804,Texas,October 2022,Banned from Libraries and Classrooms,Administration,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/21456110.xml
Flamer,"Curato, Mike",,,,,21456110,"Curato, Mike",n2014016636,Gay comics|Coming-of-age comics|Fiction|Graphic novels,http://id.loc.gov/authorities/genreForms/gf2014026339|http://id.loc.gov/authorities/genreForms/gf2018026011|http://id.loc.gov/authorities/genreForms/gf2017026107|http://id.loc.gov/authorities/genreForms/gf2014026362,Self-acceptance--Fiction|Camps--Fiction|Coming out--Fiction|Graphic novels|Gay people--Fiction|Self-realization--Fiction|Bullies and bullying--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021051109|http://id.loc.gov/authorities/childrensSubjects/sj2021050898|http://id.loc.gov/authorities/childrensSubjects/sj2021052834|http://id.loc.gov/authorities/childrensSubjects/sj2021051260|http://id.loc.gov/authorities/childrensSubjects/sj2022050119|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2021050158|http://id.loc.gov/authorities/childrensSubjects/sj2021051438,  2020904452,,9781250756145|9781627796415,2020,0,Q110272804,Texas,Fall 2022,Banned from Libraries and Classrooms,Formal Challenge,Keller Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/21456110.xml
Flamer,"Curato, Mike",,,,,21456110,"Curato, Mike",n2014016636,Gay comics|Coming-of-age comics|Fiction|Graphic novels,http://id.loc.gov/authorities/genreForms/gf2014026339|http://id.loc.gov/authorities/genreForms/gf2018026011|http://id.loc.gov/authorities/genreForms/gf2017026107|http://id.loc.gov/authorities/genreForms/gf2014026362,Self-acceptance--Fiction|Camps--Fiction|Coming out--Fiction|Graphic novels|Gay people--Fiction|Self-realization--Fiction|Bullies and bullying--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021051109|http://id.loc.gov/authorities/childrensSubjects/sj2021050898|http://id.loc.gov/authorities/childrensSubjects/sj2021052834|http://id.loc.gov/authorities/childrensSubjects/sj2021051260|http://id.loc.gov/authorities/childrensSubjects/sj2022050119|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2021050158|http://id.loc.gov/authorities/childrensSubjects/sj2021051438,  2020904452,,9781250756145|9781627796415,2020,0,Q110272804,Utah,November 2022,Banned from Libraries,Legislative Action,Alpine School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/21456110.xml
Flamer,"Curato, Mike",,,,,21456110,"Curato, Mike",n2014016636,Gay comics|Coming-of-age comics|Fiction|Graphic novels,http://id.loc.gov/authorities/genreForms/gf2014026339|http://id.loc.gov/authorities/genreForms/gf2018026011|http://id.loc.gov/authorities/genreForms/gf2017026107|http://id.loc.gov/authorities/genreForms/gf2014026362,Self-acceptance--Fiction|Camps--Fiction|Coming out--Fiction|Graphic novels|Gay people--Fiction|Self-realization--Fiction|Bullies and bullying--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021051109|http://id.loc.gov/authorities/childrensSubjects/sj2021050898|http://id.loc.gov/authorities/childrensSubjects/sj2021052834|http://id.loc.gov/authorities/childrensSubjects/sj2021051260|http://id.loc.gov/authorities/childrensSubjects/sj2022050119|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2021050158|http://id.loc.gov/authorities/childrensSubjects/sj2021051438,  2020904452,,9781250756145|9781627796415,2020,0,Q110272804,Utah,December 2022,Banned Pending Investigation,Formal Challenge,Granite School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/21456110.xml
Flamer,"Curato, Mike",,,,,21456110,"Curato, Mike",n2014016636,Gay comics|Coming-of-age comics|Fiction|Graphic novels,http://id.loc.gov/authorities/genreForms/gf2014026339|http://id.loc.gov/authorities/genreForms/gf2018026011|http://id.loc.gov/authorities/genreForms/gf2017026107|http://id.loc.gov/authorities/genreForms/gf2014026362,Self-acceptance--Fiction|Camps--Fiction|Coming out--Fiction|Graphic novels|Gay people--Fiction|Self-realization--Fiction|Bullies and bullying--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021051109|http://id.loc.gov/authorities/childrensSubjects/sj2021050898|http://id.loc.gov/authorities/childrensSubjects/sj2021052834|http://id.loc.gov/authorities/childrensSubjects/sj2021051260|http://id.loc.gov/authorities/childrensSubjects/sj2022050119|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2021050158|http://id.loc.gov/authorities/childrensSubjects/sj2021051438,  2020904452,,9781250756145|9781627796415,2020,0,Q110272804,Virginia,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Hanover County Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/21456110.xml
Fire Star,"d'Lacey, Chris",,,,Last Dragon Chronicles,14436885,"D'Lacey, Chris",n2001033163,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Boardinghouses--Juvenile fiction|Dragons--Juvenile fiction|Arctic Regions--Fiction|Boardinghouses--Fiction|Authorship--Fiction|Authorship--Juvenile fiction|Paranormal fiction|Supernatural--Fiction|Bears--Fiction|Arctic Regions--Juvenile fiction|Bears--Juvenile fiction|Dragons--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021050402|http://id.loc.gov/authorities/childrensSubjects/sj2012050014|http://id.loc.gov/authorities/subjects/sh85010030|http://id.loc.gov/authorities/subjects/sh98004865|http://id.loc.gov/authorities/subjects/sh2008102390|http://id.loc.gov/authorities/subjects/sh2007101921|http://id.loc.gov/authorities/childrensSubjects/sj2021053284|http://id.loc.gov/authorities/childrensSubjects/sj2021050015|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/subjects/sh93000453|http://id.loc.gov/authorities/subjects/sh99001687|http://id.loc.gov/authorities/childrensSubjects/sj2021050048,  2006018004,,9780439845823|0439845823|9780439901857|0439901855,2007,0,Q5108570,Texas,October 2022,Banned from Libraries,Administration,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14436885.xml
"The Teenage Guy's Survival Guide: The Real Deal on Going Out, Growing Up, and Other Guy Stuff","Daldry, Jeremy",,,,,19927673,"Daldry, Jeremy, 1969-",nb97016848,,,Puberty|Adolescence--Juvenile literature|Sex instruction for boys|Puberty--Juvenile literature|Teenage boys--United States--Juvenile literature|Interpersonal relations in adolescence--Juvenile literature|Teenage boys,http://id.loc.gov/authorities/childrensSubjects/sj2021053880|http://id.loc.gov/authorities/childrensSubjects/sj2021050339|http://id.loc.gov/authorities/subjects/sh2008110172|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/rwo/agents/n78095330-781|http://id.loc.gov/authorities/subjects/sh2008124061|http://id.loc.gov/authorities/subjects/sh2009113710|http://id.loc.gov/authorities/childrensSubjects/sj2021050965|http://id.loc.gov/authorities/subjects/sh85000954,  2017036938,,9780316561433|9780316561426,2018,0,,Texas,October 2022,Banned Pending Investigation,Informal Challenge,Texarkana Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19927673.xml
King of King Court,"Dandro, Travis",,,,,23073756,"Dandro, Travis, 1974-",no2019028195,"Autobiographical comic books, strips, etc.|Graphic novels|Autobiographies|Comics (Graphic works)|Autobiographical comics",http://id.loc.gov/authorities/subjects/sh2011002678|http://id.loc.gov/authorities/genreForms/gf2014026266|http://id.loc.gov/authorities/genreForms/gf2014026362|http://id.loc.gov/authorities/genreForms/gf2014026047|http://id.loc.gov/authorities/genreForms/gf2014026229,"Cartoonists--United States--Comic books, strips, etc|Children of drug addicts--United States--Comic books, strips, etc|Children of drug addicts--Family relationships--United States--Comic books, strips, etc|Dandro, Travis, 1974---Family--Comic books, strips, etc|Dandro, Travis, 1974---Childhood and youth--Comic books, strips, etc",http://id.loc.gov/rwo/agents/no2019028195|http://id.loc.gov/authorities/subjects/sh99005369|http://id.loc.gov/rwo/agents/n78095330-781|http://id.loc.gov/authorities/subjects/sh99001401|http://id.loc.gov/authorities/subjects/sh85020532|http://id.loc.gov/authorities/subjects/sh99004940|http://id.loc.gov/authorities/subjects/sh00005743|http://id.loc.gov/authorities/subjects/sh85023565,  2019300495,,9781770463912|9781770463592|1770463593|1770463917,2019,0,,Missouri,September 2022,Banned Pending Investigation,Legislative Action,Wentzville School District,
The Miseducation of Cameron Post,"Danforth, Emily M.",,,,,16637082,"Danforth, Emily M.",n2011016076,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Lesbians--Fiction|Orphans--Fiction|Gay people--Fiction|Montana--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021051102|http://id.loc.gov/authorities/childrensSubjects/sj2021051260|http://id.loc.gov/authorities/childrensSubjects/sj2021052284|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2023050180,  2011001947,,9780062020567,2012,0,Q5372267,Pennsylvania,February 2023,Banned Pending Investigation,Administration,Penncrest School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16637082.xml
Glitter,"Daniels, Babygirl",,,,Babygirl Dramas,16288708,"Daniels, Babygirl",no2009050318,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Detroit (Mich.)--Juvenile fiction|Interpersonal relations--Juvenile fiction|Friendship--Juvenile fiction|High schools--Juvenile fiction|Interpersonal conflict--Juvenile fiction|Teenage pregnancy--Juvenile fiction|African American teenagers--Juvenile fiction|Aunts--Juvenile fiction|African American high school students--Juvenile fiction|Fathers--Death--Juvenile fiction|African American teenage girls--Juvenile fiction,http://id.loc.gov/authorities/subjects/sh85067483|http://id.loc.gov/authorities/subjects/sh87006882|http://id.loc.gov/authorities/subjects/sh2009116198|http://id.loc.gov/authorities/subjects/sh2008105601|http://id.loc.gov/authorities/subjects/sh99002023|http://id.loc.gov/authorities/subjects/sh2008103472|http://id.loc.gov/authorities/subjects/sh85047451|http://id.loc.gov/authorities/subjects/sh97007295|http://id.loc.gov/authorities/subjects/sh85106286|http://id.loc.gov/authorities/subjects/sh2008104864|http://id.loc.gov/authorities/subjects/sh87007811|http://id.loc.gov/authorities/subjects/sh99001687|http://id.loc.gov/rwo/agents/n79045539,  2010280219,,9781601621986|1601621981,2009,0,,Texas,October 2022,Banned Pending Investigation,Informal Challenge,Texarkana Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16288708.xml
Court of Lions,"Daud, Somaiya",,,,Mirage,21472078,"Daud, Somaiya",n2018018247,Fantasy fiction|Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339|http://id.loc.gov/authorities/genreForms/gf2014026333,,,  2020012784,,9781250126450,2020,0,Q56196325,Texas,October 2022,Banned from Libraries,Administration,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/21472078.xml
Psalms and Proverbs,"Davidson, Alice Joyce",,"Marshall, Victoria",,Alice in Bibleland,,,,,,,,,784084101,9780837850696|083785069X,1984,,,Florida,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Brevard Public Schools,
The Story of Baby Moses,"Davidson, Alice Joyce",,"Marshall, Victoria",,Alice in Bibleland,,,,,,,,,731450782,,1985,,,Florida,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Brevard Public Schools,
The Story of Creation,"Davidson, Alice Joyce",,"Marshall, Victoria",,Alice in Bibleland,19193249,"Davidson, Alice Joyce",n81130494,,,Bible. Genesis.--Juvenile literature|Creation--Biblical teaching--Juvenile literature,http://id.loc.gov/resources/hubs/63b7b352-c5d0-88d1-671c-c2f2d6bcffe1|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh2009122241,  2016949232,,9780870297083,2016,0,Q112432822,Florida,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Brevard Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19193249.xml
The Story of Daniel and the Lions,"Davidson, Alice Joyce",,"Marshall, Victoria",,Alice in Bibleland,3843568,"Davidson, Alice Joyce",n81130494,,,Daniel (Biblical figure)--Juvenile literature|Bible stories--Old Testament,http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/rwo/agents/n50082264|http://id.loc.gov/authorities/childrensSubjects/sj2024050015,   87101280 ,,0837850797,1986,0,Q112432822,Florida,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Brevard Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/3843568.xml
The Story of Exodus,"Davidson, Alice Joyce",,"Marshall, Victoria",,Alice in Bibleland,,,,Literature,,"Moses|Exodus|Bible stories, English|O.T|(Biblical Character|Bible stories|Exodus, The",,,228451296,,1988,,,Florida,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Brevard Public Schools,
The Story of Jesus and His Disciples,"Davidson, Alice Joyce",,"Marshall, Victoria",,Alice in Bibleland,,,,,,,,,1244817909,,1989,,,Florida,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Brevard Public Schools,
The Story of Jonah (AJD),"Davidson, Alice Joyce",,"Marshall, Victoria",,Alice in Bibleland,,,,,,,,,,,,,,Florida,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Brevard Public Schools,
The Story of Noah,"Davidson, Alice Joyce",,"Marshall, Victoria",,Alice in Bibleland,19171922,"Davidson, Alice Joyce",n81130494,,,"Noah's ark--Juvenile literature|Bible. Genesis, VI, 9-XI, 32--Juvenile literature",http://id.loc.gov/authorities/subjects/sh2008108414|http://id.loc.gov/resources/hubs/463995f5-96e9-0b6f-7e74-951cd27c0b0e|http://id.loc.gov/authorities/subjects/sh99001674,  2016947303,,9780870297069,2016,0,Q112432822,Florida,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Brevard Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19171922.xml
The Story of the Loaves and Fishes,"Davidson, Alice Joyce",,"Marshall, Victoria",,Alice in Bibleland,,,,,,,,,784060247,,1989,,,Florida,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Brevard Public Schools,
The Story of the Prodigal Son,"Davidson, Alice Joyce",,"Marshall, Victoria",,Alice in Bibleland,,,,,,,,,1241457991,,1989,,,Florida,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Brevard Public Schools,
The Story of the Tower of Babel,"Davidson, Alice Joyce",,"Marshall, Victoria",,Alice in Bibleland,,,,,,"Old Testament|Babel, Tower of|O.T|Bible stories, English",,,989342927,9715901360|9789715901369,1989,,,Florida,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Brevard Public Schools,
Don't Know Much About Mythology: Everything You Need to Know About the Greatest Stories in Human History but Never Learned,"Davis, Kenneth C.",,,,Don't Know Much About,13881155,"Davis, Kenneth C.",n83184496,,,Mythology,http://id.loc.gov/authorities/subjects/sh85089371,  2005043341,,006019460X|9780060194604,2005,0,Q379350,Missouri,September 2022,Banned Pending Investigation,Legislative Action,Wentzville School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/13881155.xml
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,California,September 2022,Banned from Libraries and Classrooms,Unclear,William S. Hart Union High School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,Florida,April 2023,Banned from Libraries and Classrooms,Unclear,Hillsborough County Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,Florida,AY 2022-2023,Banned from Libraries and Classrooms,Formal Challenge,Marion County Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,Florida,March 2023,Banned from Libraries and Classrooms,Administration,Orange County Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,Florida,June 2023,Banned from Libraries and Classrooms,Administration,Volusia County Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,Idaho,February 2023,Banned Pending Investigation,Administration,Kuna School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,Iowa,March 2023,Banned Pending Investigation,Unclear,Iowa City Community Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,Iowa,March 2023,Banned from Libraries and Classrooms,Informal Challenge,Sioux City Community School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,Massachusetts,October 2022,Banned Pending Investigation,Formal Challenge,Abington Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,Michigan,September 2022,Banned Pending Investigation,Unclear,Dearborn Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,Missouri,September 2022,Banned from Libraries,Legislative Action,North Kansas City Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,Pennsylvania,December 2022,Banned from Libraries and Classrooms,Formal Challenge,Central Bucks School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,Pennsylvania,July 2022,Banned Pending Investigation,Informal Challenge,Pleasant Valley School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,South Carolina,November 2022,Banned from Libraries and Classrooms,Formal Challenge,Horry County Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,Texas,Spring 2023,Banned from Libraries and Classrooms,Administration,Conroe Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
